  .5577431060202417D+02  .4528461225025781D+00  .2157524618324166D+00  .5209756125046767D+00  .4125064032649169D+00 -.7596322344720585D+02    609  .558E+02  .453E+00  .216E+00  .521E+00  .413E+00  .760E+02
 
  .5575334481122523D+02  .4526281822208809D+00  .2158357234271954D+00  .5207022012046647D+00  .4124780421811275D+00 -.7596322780961410D+02    609  .558E+02  .453E+00  .216E+00  .521E+00  .412E+00  .760E+02
 
 
  .2649362170719245D+03  .3636352167062625D+00  .3201892885473507D+01  .3828887016432773D+00  .3649411126807990D+00 -.3897974243050006D+01      0  .265E+03  .364E+00  .320E+01  .383E+00  .365E+00  .390E+01
 
  .3392216842245412D+03  .5245698177602933D+00  .3866110539653390D+01  .6242481279299819D+00  .5792701356016426D+00 -.7672306788298294D+00      0  .339E+03  .525E+00  .387E+01  .624E+00  .579E+00  .767E+00
 
  .3931244582930228D+03  .1944681816475783D+00  .2677711640707083D+01  .2354458101258827D+00  .5059661793084658D+00 -.1205883044602773D+01      0  .393E+03  .194E+00  .268E+01  .235E+00  .506E+00  .121E+01
 
  .1456955918137429D+03  .2000600554049295D+00  .2184673683524446D+01  .6618569339913583D+00  .4285843609034011D+00 -.4967357739481596D+01      0  .146E+03  .200E+00  .218E+01  .662E+00  .429E+00  .497E+01
 
  .6992483014423625D+03  .6112622442940540D+00  .2062918676558379D+01  .7597094397804280D+00  .2820543446960181D+00 -.1087063477435255D+01      0  .699E+03  .611E+00  .206E+01  .760E+00  .282E+00  .109E+01
 
  .4981585720079758D+02  .3019817939968695D+00  .1408833093759060D+01  .5159400939549972D+00  .5043574356028613D+00 -.4629180236113952D+02      0  .498E+02  .302E+00  .141E+01  .516E+00  .504E+00  .463E+02
 
 
  .5576667430916137D+02  .4527593668742899D+00  .2158592928891681D+00  .5207949120644446D+00  .4124949854658537D+00 -.7596323249217932D+02    371  .558E+02  .453E+00  .216E+00  .521E+00  .412E+00  .760E+02
 
  .5575439782411732D+02  .4526612539815182D+00  .2159133346879241D+00  .5206012830053708D+00  .4125516282001823D+00 -.7596322748542552D+02    371  .558E+02  .453E+00  .216E+00  .521E+00  .413E+00  .760E+02
 
  .5577486282706443D+02  .4528385703467304D+00  .2157483334269491D+00  .5207394737431541D+00  .4124958988781108D+00 -.7596322972968119D+02    371  .558E+02  .453E+00  .216E+00  .521E+00  .412E+00  .760E+02
 
  .5575657732437959D+02  .4526730656501818D+00  .2158097174320715D+00  .5208359993622826D+00  .4124337894958046D+00 -.7596322811640954D+02    371  .558E+02  .453E+00  .216E+00  .521E+00  .412E+00  .760E+02
 
  .5576667142243650D+02  .4527920056697016D+00  .2159087989224656D+00  .5208930939451454D+00  .4124212144346587D+00 -.7596323137448489D+02    371  .558E+02  .453E+00  .216E+00  .521E+00  .412E+00  .760E+02
 
  .5576535840708912D+02  .4527813010797485D+00  .2157899968698827D+00  .5208620745650567D+00  .4124787167564296D+00 -.7596322732506596D+02    371  .558E+02  .453E+00  .216E+00  .521E+00  .412E+00  .760E+02
 
 
  .5361342788655936D+03  .6855456279989078D+00  .2171474691653380D+01  .6205170226378912D+00  .6724502148444067D+00 -.3750468832853368D+00      0  .536E+03  .686E+00  .217E+01  .621E+00  .672E+00  .375E+00
 
  .3699192028259482D+03  .1596731071172623D+00  .6218596087870465D+00  .4813833081542437D+00  .7487156268901731D+00 -.7987890708734139D+00      0  .370E+03  .160E+00  .622E+00  .481E+00  .749E+00  .799E+00
 
  .1507262625036418D+03  .7735963102539983D+00  .2186085715976584D+00  .6047005864813462D+00  .4934413989509649D+00 -.3657091034647497D+02      0  .151E+03  .774E+00  .219E+00  .605E+00  .493E+00  .366E+02
 
  .7519124411847034D+03  .3989344513504460D+00  .3983377408507922D+01  .2960606968477652D+00  .7956851680742973D+00 -.1457120646743085D+00      0  .752E+03  .399E+00  .398E+01  .296E+00  .796E+00  .146E+00
 
  .9475892428064668D+02  .3397943182800870D+00  .1947436149487009D+01  .5343676410309820D+00  .4452728214884517D+00 -.3603231713290722D+01      0  .948E+02  .340E+00  .195E+01  .534E+00  .445E+00  .360E+01
 
  .4612429397000200D+03  .4631780228871750D+00  .2982268843605309D+01  .7442753016689212D+00  .2377739857126838D+00 -.2264232023663281D+01      0  .461E+03  .463E+00  .298E+01  .744E+00  .238E+00  .226E+01
 
 
  .5576611636166054D+02  .4527688148322160D+00  .2157783045258840D+00  .5209024411199673D+00  .4124499642917689D+00 -.7596322891695968D+02    353  .558E+02  .453E+00  .216E+00  .521E+00  .412E+00  .760E+02
 
  .5576550623060254D+02  .4527766594787195D+00  .2157672338356955D+00  .5207234143017638D+00  .4125319357669043D+00 -.7596322783717716D+02    353  .558E+02  .453E+00  .216E+00  .521E+00  .413E+00  .760E+02
 
  .5576447905609352D+02  .4527952722907576D+00  .2159546800330462D+00  .5207632759521279D+00  .4124022194357850D+00 -.7596322684765453D+02    353  .558E+02  .453E+00  .216E+00  .521E+00  .412E+00  .760E+02
 
  .5577478274353972D+02  .4528685172796833D+00  .2157711895802481D+00  .5207857847248569D+00  .4124794377286475D+00 -.7596322846847637D+02    353  .558E+02  .453E+00  .216E+00  .521E+00  .412E+00  .760E+02
 
  .5576502097009804D+02  .4527871942322804D+00  .2158022344846785D+00  .5208561762253815D+00  .4124147737301793D+00 -.7596322315560063D+02    353  .558E+02  .453E+00  .216E+00  .521E+00  .412E+00  .760E+02
 
  .5576405504541017D+02  .4528028971169698D+00  .2159229797468495D+00  .5209489830349159D+00  .4124533844471088D+00 -.7596322351953367D+02    353  .558E+02  .453E+00  .216E+00  .521E+00  .412E+00  .760E+02
 
 
  .6577751210694086D+03  .7730091352821370D+00  .4548408002847996D+00  .3771997536426409D+00  .4443207543549691D+00 -.9594371284345249D+00      0  .658E+03  .773E+00  .455E+00  .377E+00  .444E+00  .959E+00
 
  .2498396113467587D+03  .7805536573662206D+00  .2185175759524654D+01  .6536679134954084D+00  .2520256155412763D+00 -.4965968964666970D+01      0  .250E+03  .781E+00  .219E+01  .654E+00  .252E+00  .497E+01
 
  .7074173132923512D+03  .2174922707572078D+00  .8543595905668846D+00  .7020100410571371D+00  .7097687620249433D+00 -.2455716447650254D+00      0  .707E+03  .217E+00  .854E+00  .702E+00  .710E+00  .246E+00
 
  .8054484268210123D+03  .3649011373822116D+00  .2010886085876676D+01  .3458975384691253D+00  .7187481144064796D+00 -.1805522026122035D+00      0  .805E+03  .365E+00  .201E+01  .346E+00  .719E+00  .181E+00
 
  .7080339510962525D+03  .7615376980796166D+00  .2903718874279279D+00  .4604002065306531D+00  .5643660690469510D+00 -.6234714807764343D+00      0  .708E+03  .762E+00  .290E+00  .460E+00  .564E+00  .623E+00
 
  .6179422596646203D+03  .6663427868235589D+00  .3899349671834777D+01  .7130868604933316D+00  .7880643369574401D+00 -.2513664648969386D+00      0  .618E+03  .666E+00  .390E+01  .713E+00  .788E+00  .251E+00
 
 
  .1753105799947807D+03  .8472521958396722D+00  .1424320326687063D+01  .5852999680609169D+00  .8230823922206779D-01 -.5315961966381126D+02    248  .175E+03  .847E+00  .142E+01  .585E+00  .823E-01  .532E+02
 
  .1753052904305208D+03  .8472545789007064D+00  .1424560721788739D+01  .5853310002849811D+00  .8233405231662665D-01 -.5315961620429867D+02    248  .175E+03  .847E+00  .142E+01  .585E+00  .823E-01  .532E+02
 
  .1753077282190520D+03  .8472510250808447D+00  .1424378144906342D+01  .5853102057644388D+00  .8231419434843548D-01 -.5315961485860604D+02    248  .175E+03  .847E+00  .142E+01  .585E+00  .823E-01  .532E+02
 
  .1753043866544159D+03  .8472509443223364D+00  .1424487495802775D+01  .5852833716710052D+00  .8229991659837065D-01 -.5315961849413927D+02    248  .175E+03  .847E+00  .142E+01  .585E+00  .823E-01  .532E+02
 
  .1753077206269225D+03  .8472524188876180D+00  .1424403545709298D+01  .5853025279531972D+00  .8231153770465957D-01 -.5315961758556360D+02    248  .175E+03  .847E+00  .142E+01  .585E+00  .823E-01  .532E+02
 
  .1753072963132148D+03  .8472541285385964D+00  .1424444763194080D+01  .5852350889824133D+00  .8227184999194079D-01 -.5315961530296416D+02    248  .175E+03  .847E+00  .142E+01  .585E+00  .823E-01  .532E+02
 
 
  .1428691414198229D+03  .7739692040365045D+00  .4020270547559610D+01  .2093080839185548D+00  .2071334687094826D+00 -.3045830560626669D+02      0  .143E+03  .774E+00  .402E+01  .209E+00  .207E+00  .305E+02
 
  .4478793193902259D+03  .3055947248384332D+00  .4219088014596649D+01  .4038523368555365D+00  .5284877929503508D+00 -.9583141114978775D+00      0  .448E+03  .306E+00  .422E+01  .404E+00  .528E+00  .958E+00
 
  .1811299350862996D+03  .3694017211764128D+00  .2791796254083419D+01  .5266918690533806D+00  .6479117060303278D+00 -.3519521132429710D+01      0  .181E+03  .369E+00  .279E+01  .527E+00  .648E+00  .352E+01
 
  .4810110770822554D+03  .5928025767406461D+00  .6822513530413858D+00  .6200794431474430D+00  .2902305151756064D+00 -.1788391390466059D+01      0  .481E+03  .593E+00  .682E+00  .620E+00  .290E+00  .179E+01
 
  .2685336720517528D+02  .3862240011739656D+00  .4141378033506395D+01  .5783694411527224D+00  .7145189653684008D+00 -.1796135107303857D-01      0  .269E+02  .386E+00  .414E+01  .578E+00  .715E+00  .180E-01
 
  .1708162708910258D+03  .3326627600158857D+00  .1908009136518468D+01  .6158428736104831D+00  .6536092725832059D+00 -.3817636222073656D+01      0  .171E+03  .333E+00  .191E+01  .616E+00  .654E+00  .382E+01
 
 
  .6085285454505649D+02  .5074855716874904D+00  .2093402445393274D+00  .4130117158368037D+00  .4968214594435809D+00 -.7288868675692380D+02    415  .609E+02  .507E+00  .209E+00  .413E+00  .497E+00  .729E+02
 
  .6084419192541101D+02  .5074094508806395D+00  .2093148825096742D+00  .4128809465970200D+00  .4968361571844525D+00 -.7288868094424690D+02    415  .608E+02  .507E+00  .209E+00  .413E+00  .497E+00  .729E+02
 
  .6084411417604760D+02  .5073948328786488D+00  .2093830847586544D+00  .4129238788853774D+00  .4968695141691816D+00 -.7288868599599678D+02    415  .608E+02  .507E+00  .209E+00  .413E+00  .497E+00  .729E+02
 
  .6084649652898563D+02  .5074439363806425D+00  .2092912618660943D+00  .4128987679828500D+00  .4968104670000804D+00 -.7288868652913727D+02    415  .608E+02  .507E+00  .209E+00  .413E+00  .497E+00  .729E+02
 
  .6085686612879664D+02  .5074889249851290D+00  .2092977210322005D+00  .4129174117949838D+00  .4967789173382363D+00 -.7288868170430089D+02    415  .609E+02  .507E+00  .209E+00  .413E+00  .497E+00  .729E+02
 
  .6085496129978567D+02  .5074370978054661D+00  .2091737497276169D+00  .4129081653306161D+00  .4968228109690684D+00 -.7288868571949786D+02    415  .609E+02  .507E+00  .209E+00  .413E+00  .497E+00  .729E+02
 
 
  .7163254762703206D+03  .3674480461131074D+00  .2079601249974035D+01  .7105188325562137D+00  .7396680754328464D+00 -.2497705770906113D+00      0  .716E+03  .367E+00  .208E+01  .711E+00  .740E+00  .250E+00
 
  .5826262855914544D+03  .6129626760086803D+00  .3997552594820760D+01  .3561523536016011D+00  .4342535063783888D+00 -.6019484494098402D+00      0  .583E+03  .613E+00  .400E+01  .356E+00  .434E+00  .602E+00
 
  .4830965507696832D+03  .2404829066202431D+00  .1596980860734815D+01  .7432110757302546D+00  .3459617899479167D+00 -.1708137512465740D+01      0  .483E+03  .240E+00  .160E+01  .743E+00  .346E+00  .171E+01
 
  .4570183755164121D+02  .9231818477265451D+00  .3755062660740252D+01  .2548001702198760D+00  .3171980416947967D+00 -.3991551403843036D+01      0  .457E+02  .923E+00  .376E+01  .255E+00  .317E+00  .399E+01
 
  .8388883610157707D+03  .5187606684950928D+00  .1659055387163095D+01  .4712938830588451D+00  .7449772980739258D+00 -.1282291129170074D+00      0  .839E+03  .519E+00  .166E+01  .471E+00  .745E+00  .128E+00
 
  .7122121807058398D+03  .7640887268186027D+00  .2709028882956611D+01  .3513520516228639D+00  .5731968639293672D+00 -.2935005537155543D+00      0  .712E+03  .764E+00  .271E+01  .351E+00  .573E+00  .294E+00
 
 
  .1116260360683975D+03  .7288089303166467D+00  .3817145829155968D+01  .4359201712060187D+00  .1658060486137024D+00 -.5074947787906746D+02    329  .112E+03  .729E+00  .382E+01  .436E+00  .166E+00  .507E+02
 
  .1116280840081247D+03  .7288145850296253D+00  .3816868222608786D+01  .4359881198046742D+00  .1658480953116784D+00 -.5074947483146490D+02    329  .112E+03  .729E+00  .382E+01  .436E+00  .166E+00  .507E+02
 
  .1116268579709161D+03  .7288122583905438D+00  .3817032629068795D+01  .4359467092760828D+00  .1658228675746684D+00 -.5074947319742300D+02    329  .112E+03  .729E+00  .382E+01  .436E+00  .166E+00  .507E+02
 
  .1116274044165875D+03  .7288136881606737D+00  .3817056515246297D+01  .4359382964087391D+00  .1658187087278291D+00 -.5074947391899311D+02    329  .112E+03  .729E+00  .382E+01  .436E+00  .166E+00  .507E+02
 
  .1116269153611232D+03  .7288109299003378D+00  .3817064554370559D+01  .4359393402118221D+00  .1658181850242936D+00 -.5074947679395383D+02    329  .112E+03  .729E+00  .382E+01  .436E+00  .166E+00  .507E+02
 
  .1116264717378334D+03  .7288076037774085D+00  .3816954217850942D+01  .4359724294990769D+00  .1658362199549211D+00 -.5074947699253911D+02    329  .112E+03  .729E+00  .382E+01  .436E+00  .166E+00  .507E+02
 
 
  .7470650446447846D+03  .2846339258060949D+00  .8319374966583855D+00  .2545663209886134D+00  .3176692189265366D+00 -.8987542506688400D+00      0  .747E+03  .285E+00  .832E+00  .255E+00  .318E+00  .899E+00
 
  .8734317850942871D+03  .8213336150028433D+00  .4661304592928525D+01  .6302607028886027D+00  .2510063912025683D+00 -.1011469191953647D+01      0  .873E+03  .821E+00  .466E+01  .630E+00  .251E+00  .101E+01
 
  .3936022033791999D+03  .9003854657525129D+00  .3463128530263495D+01  .3418365751122295D+00  .7215625758848911D+00 -.7119841234666723D+00      0  .394E+03  .900E+00  .346E+01  .342E+00  .722E+00  .712E+00
 
  .7534004552724773D+03  .1109716080645899D+00  .1829696592702389D+01  .6590166836320501D+00  .6666706495297471D+00 -.3360223515117978D+00      0  .753E+03  .111E+00  .183E+01  .659E+00  .667E+00  .336E+00
 
  .7400745922699919D+03  .2462289266270720D+00  .4662593749753476D+01  .2270291335075298D+00  .3991553264666141D+00 -.6731129480350668D+00      0  .740E+03  .246E+00  .466E+01  .227E+00  .399E+00  .673E+00
 
  .1941748515955055D+03  .2769322607791667D+00  .4733209198589068D+01  .5148838872624952D+00  .3858187344790524D+00 -.5919264262204792D+01      0  .194E+03  .277E+00  .473E+01  .515E+00  .386E+00  .592E+01
 
 
  .2103962826023259D+03  .7082398646702310D+00  .6685815574649226D+01  .2473838285440313D+00  .7192271117280537D-01 -.4906967403507091D+02    530  .210E+03  .708E+00  .669E+01  .247E+00  .719E-01  .491E+02
 
  .2103982040462268D+03  .7082412683240575D+00  .6683473395270749D+01  .2473053254902824D+00  .7196854914127625D-01 -.4906967334518011D+02    530  .210E+03  .708E+00  .668E+01  .247E+00  .720E-01  .491E+02
 
  .2103958997073252D+03  .7082410795366740D+00  .6686506240651147D+01  .2473470860558895D+00  .7192912880327164D-01 -.4906967229025069D+02    530  .210E+03  .708E+00  .669E+01  .247E+00  .719E-01  .491E+02
 
  .2103967316901279D+03  .7082369377844213D+00  .6683245296008721D+01  .2473760379750886D+00  .7191162222206650D-01 -.4906967082907369D+02    530  .210E+03  .708E+00  .668E+01  .247E+00  .719E-01  .491E+02
 
  .2103954104139945D+03  .7082362507948596D+00  .6684595568211400D+01  .2473419164645975D+00  .7191618198279541D-01 -.4906967344091594D+02    530  .210E+03  .708E+00  .668E+01  .247E+00  .719E-01  .491E+02
 
  .2103973039415646D+03  .7082410146291507D+00  .6684266355859098D+01  .2473293734618318D+00  .7192161342441811D-01 -.4906967216274681D+02    530  .210E+03  .708E+00  .668E+01  .247E+00  .719E-01  .491E+02
 
 
  .8967700484007457D+03  .3142325860048796D+00  .4549011969263205D+00  .7708804413540664D+00  .6108668028427600D+00 -.1943226989876680D+00      0  .897E+03  .314E+00  .455E+00  .771E+00  .611E+00  .194E+00
 
  .5856982863348435D+03  .1949298022524127D+00  .4634005252846519D+01  .3143891357418099D+00  .5295097391724166D+00 -.7160794250045132D+00      0  .586E+03  .195E+00  .463E+01  .314E+00  .530E+00  .716E+00
 
  .3319593173600544D+03  .4568173395501530D+00  .2677284349164592D+01  .7933172424292738D+00  .5471005395739809D+00 -.9128113493749055D+00      0  .332E+03  .457E+00  .268E+01  .793E+00  .547E+00  .913E+00
 
  .4733764577533009D+03  .1604928858161405D+00  .4884226337021322D+01  .5943356026868969D+00  .4589234504191780D+00 -.1106690180297907D+01      0  .473E+03  .160E+00  .488E+01  .594E+00  .459E+00  .111E+01
 
  .5006434647741930D+03  .3165172153927932D+00  .4462894350040189D+01  .5233035419710463D+00  .4267638699276205D+00 -.1077117621767416D+01      0  .501E+03  .317E+00  .446E+01  .523E+00  .427E+00  .108E+01
 
  .9426136664778990D+02  .8471600711565278D+00  .3412250929238392D+00  .7601220479049358D+00  .4561320383363087D+00 -.5175090090085959D+01      0  .943E+02  .847E+00  .341E+00  .760E+00  .456E+00  .518E+01
 
 
  .5576834857098203D+02  .4527840151917099D+00  .2158145925497744D+00  .5208821631247824D+00  .4124552158103551D+00 -.7596323239275681D+02    700  .558E+02  .453E+00  .216E+00  .521E+00  .412E+00  .760E+02
 
  .5577501191325124D+02  .4528617220734089D+00  .2158561051039482D+00  .5209406854574437D+00  .4125216937772114D+00 -.7596322664980610D+02    700  .558E+02  .453E+00  .216E+00  .521E+00  .413E+00  .760E+02
 
  .5577943974016355D+02  .4529029643828125D+00  .2158711745637321D+00  .5208372472354484D+00  .4124454648267156D+00 -.7596322688372982D+02    700  .558E+02  .453E+00  .216E+00  .521E+00  .412E+00  .760E+02
 
  .5576388652503611D+02  .4527627650972559D+00  .2159872146009115D+00  .5208661379956107D+00  .4124751782234257D+00 -.7596322669313261D+02    700  .558E+02  .453E+00  .216E+00  .521E+00  .412E+00  .760E+02
 
  .5577570534490615D+02  .4528911637367171D+00  .2158979780376346D+00  .5207631452858172D+00  .4125168052378581D+00 -.7596323017132927D+02    700  .558E+02  .453E+00  .216E+00  .521E+00  .413E+00  .760E+02
 
  .5576877952178578D+02  .4528537582941358D+00  .2159486610211116D+00  .5208742005039566D+00  .4124897179327949D+00 -.7596322537931167D+02    700  .558E+02  .453E+00  .216E+00  .521E+00  .412E+00  .760E+02
 
 
  .7470063523980818D+03  .2211590415430996D+00  .2135676830418257D+01  .3697846021362509D+00  .7514400228631870D+00 -.2228708055492636D+00      0  .747E+03  .221E+00  .214E+01  .370E+00  .751E+00  .223E+00
 
  .4419796692309806D+03  .1064845262125528D+00  .2067560154324193D+01  .6779713929062576D+00  .5646195917225535D+00 -.1440735434732091D+01      0  .442E+03  .106E+00  .207E+01  .678E+00  .565E+00  .144E+01
 
  .4820828718515499D+02  .4797974254376243D+00  .3592818524033212D+01  .4166093034747100D+00  .6901457756246188D+00 -.4605893351444001D+02      0  .482E+02  .480E+00  .359E+01  .417E+00  .690E+00  .461E+02
 
  .2349922095867769D+03  .4020912309186958D+00  .3689514356241336D+01  .7738772991923044D+00  .6938751841401101D+00 -.2622868747465142D+01      0  .235E+03  .402E+00  .369E+01  .774E+00  .694E+00  .262E+01
 
  .8406881150699630D+03  .8525042255187892D+00  .3173170789970630D+01  .3852744843742226D+00  .5187652761669668D+00 -.3102945370450870D+00      0  .841E+03  .853E+00  .317E+01  .385E+00  .519E+00  .310E+00
 
  .4504294554658371D+03  .7637947967573044D+00  .1276460526639810D+01  .6513744191505828D+00  .3496225319568173D+00 -.1973120578599949D+01      0  .450E+03  .764E+00  .128E+01  .651E+00  .350E+00  .197E+01
 
 
  .5576807024405685D+02  .4527774444723745D+00  .2158446405159041D+00  .5209156388782690D+00  .4123727733876966D+00 -.7596322907876228D+02    957  .558E+02  .453E+00  .216E+00  .521E+00  .412E+00  .760E+02
 
  .5575918940872563D+02  .4527477573599602D+00  .2159139841635742D+00  .5206462136147029D+00  .4124365204831708D+00 -.7596322279163708D+02    957  .558E+02  .453E+00  .216E+00  .521E+00  .412E+00  .760E+02
 
  .5577337600121691D+02  .4528678869880891D+00  .2158469749024152D+00  .5206135722760616D+00  .4125324664273100D+00 -.7596322905487313D+02    957  .558E+02  .453E+00  .216E+00  .521E+00  .413E+00  .760E+02
 
  .5577371779247593D+02  .4528585140281576D+00  .2158383506415539D+00  .5207863037336697D+00  .4123346212269941D+00 -.7596322148872633D+02    957  .558E+02  .453E+00  .216E+00  .521E+00  .412E+00  .760E+02
 
  .5577055310862441D+02  .4528061125553089D+00  .2158081762122364D+00  .5206190270858133D+00  .4124572073040931D+00 -.7596322781677856D+02    957  .558E+02  .453E+00  .216E+00  .521E+00  .412E+00  .760E+02
 
  .5576929391716476D+02  .4528158590671347D+00  .2157363616189305D+00  .5206936133357925D+00  .4125496210927426D+00 -.7596322408120943D+02    957  .558E+02  .453E+00  .216E+00  .521E+00  .413E+00  .760E+02
 
 
  .7036366078088230D+03  .5680943269599669D+00  .4562811197043775D+00  .4725297189655387D+00  .3613436288951634D+00 -.7692625381561257D+00      0  .704E+03  .568E+00  .456E+00  .473E+00  .361E+00  .769E+00
 
  .4061344866669432D+02  .3145648061365656D+00  .3962093831022314D+00  .5571069779606104D+00  .3523120393754505D+00 -.6660392220351275D+02      0  .406E+02  .315E+00  .396E+00  .557E+00  .352E+00  .666E+02
 
  .3022307146164732D+03  .5015232995625228D+00  .3742973607193201D+01  .5476880277263411D+00  .2267351759722155D+00 -.5029175585670068D+01      0  .302E+03  .502E+00  .374E+01  .548E+00  .227E+00  .503E+01
 
  .6894896330728614D+02  .5958076763645782D+00  .9474901254975656D+00  .4311093117255296D+00  .2490136272502195D+00 -.4884518460083936D+02      0  .689E+02  .596E+00  .947E+00  .431E+00  .249E+00  .488E+02
 
  .4960025421883922D+03  .3314700174757606D+00  .2927202672291176D+01  .5846352280977347D+00  .3186458556534005D+00 -.1755477470659798D+01      0  .496E+03  .331E+00  .293E+01  .585E+00  .319E+00  .176E+01
 
  .4802447914240159D+03  .5386342718445856D+00  .2026081430272237D+01  .6945868177779889D+00  .4292400875264966D+00 -.1011904525817684D+01      0  .480E+03  .539E+00  .203E+01  .695E+00  .429E+00  .101E+01
 
 
  .5599858168024279D+02  .4515142217362966D+00  .2202108537425236D+00  .5728463582319925D+00  .3767609480454080D+00 -.7550776604454281D+02    210  .560E+02  .452E+00  .220E+00  .573E+00  .377E+00  .755E+02
 
  .5600291825324900D+02  .4515037595107316D+00  .2200082187651812D+00  .5729077447829233D+00  .3768146832171149D+00 -.7550776465146679D+02    210  .560E+02  .452E+00  .220E+00  .573E+00  .377E+00  .755E+02
 
  .5600369819960802D+02  .4516259192334589D+00  .2203142091087449D+00  .5728718901170065D+00  .3767789425580105D+00 -.7550776293771385D+02    210  .560E+02  .452E+00  .220E+00  .573E+00  .377E+00  .755E+02
 
  .5601211326534346D+02  .4517155080269195D+00  .2202070961181639D+00  .5728889521019291D+00  .3767993572497693D+00 -.7550776544103449D+02    210  .560E+02  .452E+00  .220E+00  .573E+00  .377E+00  .755E+02
 
  .5600810667738493D+02  .4516182715330500D+00  .2201661589325541D+00  .5727083669421049D+00  .3766667950337805D+00 -.7550776450630922D+02    210  .560E+02  .452E+00  .220E+00  .573E+00  .377E+00  .755E+02
 
  .5599357274431539D+02  .4515363913744938D+00  .2202699007602302D+00  .5727753530134915D+00  .3767064392481130D+00 -.7550776113326934D+02    210  .560E+02  .452E+00  .220E+00  .573E+00  .377E+00  .755E+02
 
 
  .7226955396973973D+03  .7812566845590512D+00  .1545929250002806D+01  .4820641855160074D+00  .4183103984307081D+00 -.5699429956953868D+00      0  .723E+03  .781E+00  .155E+01  .482E+00  .418E+00  .570E+00
 
  .6517805900013915D+03  .1077570181608931D+00  .1023131727810545D+01  .7109331366191307D+00  .6544526923701414D+00 -.5043870608648489D+00      0  .652E+03  .108E+00  .102E+01  .711E+00  .654E+00  .504E+00
 
  .2988252517761780D+03  .3311931825388191D+00  .3878992822989352D+01  .2487863782089140D+00  .7336793548118694D+00 -.1407012415115984D+01      0  .299E+03  .331E+00  .388E+01  .249E+00  .734E+00  .141E+01
 
  .3540780600877842D+02  .6323457945521668D+00  .6958478929921277D+00  .2775863030355360D+00  .3368009953465317D+00 -.2390866484958545D+01      0  .354E+02  .632E+00  .696E+00  .278E+00  .337E+00  .239E+01
 
  .3387139758834215D+03  .1392135724375088D+00  .2001941673458527D+00  .5270955057475230D+00  .3540982452938791D+00 -.2308348656289467D+01      0  .339E+03  .139E+00  .200E+00  .527E+00  .354E+00  .231E+01
 
  .8963268286717715D+03  .7649362099892162D+00  .4576720671158619D+01  .4002809613013086D+00  .6482649915145082D+00 -.1456751147438353D+00      0  .896E+03  .765E+00  .458E+01  .400E+00  .648E+00  .146E+00
 
 
  .5576897718398135D+02  .4528434865049636D+00  .2158957134938441D+00  .5208014809434526D+00  .4125412346870241D+00 -.7596322947344152D+02    456  .558E+02  .453E+00  .216E+00  .521E+00  .413E+00  .760E+02
 
  .5577571537533515D+02  .4528542889925131D+00  .2158249108057013D+00  .5206329506440298D+00  .4125040042085279D+00 -.7596322839699428D+02    456  .558E+02  .453E+00  .216E+00  .521E+00  .413E+00  .760E+02
 
  .5577661346484459D+02  .4528861549450434D+00  .2158537005577058D+00  .5207834077719507D+00  .4126520503530511D+00 -.7596322279685604D+02    456  .558E+02  .453E+00  .216E+00  .521E+00  .413E+00  .760E+02
 
